,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location,Unnamed: 0.1
45,45,1 3 0 6 9 - 8 - T A M A N   I M P I A N A N   K I J A L   2 4 0 0,TRUE MEGA SDN. BHD.,13069,13069/09-2026/1234(R),04 Sep 2023,03 Sep 2026,01110708388,truemegasb@gmail.com,-,"13069-8,",BERJALAN LANCAR,13069-8/08-2025/0890(N)-(L),06 Aug 2023,05 Aug 2025,"RM 289,000.00",127.21mps,RUMAH BERKEMBAR,1.0,0,0,127,10.0,8.0,"289,000.00","357,211.00",57.5,"[""4.351944, 103.462735""]",,https://teduh.kpkt.gov.my/project-swasta/13069-8,"(455, '13069-8')",
46,46,1 3 3 0 8 - 5 - T A M A N   R A W A I   P E R D A N A,PASIR DELIMA SDN. BHD.,13308,13308/02-2029/0067(R),22 Feb 2024,21 Feb 2029,60362523399,pasirdelimasb@gmail.com,-,"13308-5,",BERJALAN LANCAR,13308-5/02-2024/0126(A)-(L),22 Feb 2022,21 Feb 2024,"RM 272,500.00",83.00mps - 104.00mps,RUMAH TERES,1.0,3,2,83 - 104,141.0,31.0,"272,500.00","363,969.00",75.07,"[""5.211243, 103.058735""]",,https://teduh.kpkt.gov.my/project-swasta/13308-5,"(401, '13308-5')",
47,47,1 3 3 0 8 - 6 - T A M A N   R A W A I   P E R D A N A,PASIR DELIMA SDN. BHD.,13308,13308/02-2029/0067(R),22 Feb 2024,21 Feb 2029,60362523399,pasirdelimasb@gmail.com,-,"13308-6,",BERJALAN LANCAR,13308-6/10-2025/1113(N)-(L),05 Oct 2023,04 Oct 2025,"RM 283,000.00",84.00mps - 96.00mps,RUMAH TERES,1.0,3,2,84 - 96,128.0,124.0,"283,000.00","359,942.00",25.31,"[""5.211243, 103.058735""]",,https://teduh.kpkt.gov.my/project-swasta/13308-6,"(478, '13308-6')",
48,48,1 3 3 4 0 - 3 - T A M A N   P A D A N G   M E N G K U A N G,MNH DEVELOPMENT SDN. BHD.,13340,13340/07-2025/0960(R),21 Jul 2022,20 Jul 2025,-,-,-,"13340-3,",SAKIT,13340-3/07-2023/0736(R)-(L),21 Jul 2022,20 Jul 2023,"RM 332,000.00",121.00mps - 167.00mps,RUMAH BERKEMBAR,1.0,0,0,121 - 139,18.0,14.0,"340,000.00","395,000.00",95.28,"[""5.206606, 103.100043""]",,https://teduh.kpkt.gov.my/project-swasta/13340-3,"(422, '13340-3')",
49,49,1 3 3 4 0 - 3 - T A M A N   P A D A N G   M E N G K U A N G,MNH DEVELOPMENT SDN. BHD.,13340,13340/07-2025/0960(R),21 Jul 2022,20 Jul 2025,-,-,-,"13340-3,",SAKIT,13340-3/07-2023/0736(R)-(L),21 Jul 2022,20 Jul 2023,"RM 332,000.00",121.00mps - 167.00mps,RUMAH SESEBUAH,1.0,0,0,167,1.0,0.0,"450,000.00","450,000.00",97.5,"[""5.206606, 103.100043""]",,https://teduh.kpkt.gov.my/project-swasta/13340-3,"(422, '13340-3')",
50,50,1 3 3 4 0 - 3 - T A M A N   P A D A N G   M E N G K U A N G,MNH DEVELOPMENT SDN. BHD.,13340,13340/07-2025/0960(R),21 Jul 2022,20 Jul 2025,-,-,-,"13340-3,",SAKIT,13340-3/07-2023/0736(R)-(L),21 Jul 2022,20 Jul 2023,"RM 332,000.00",121.00mps - 167.00mps,RUMAH BERKEMBAR,1.0,0,0,121,4.0,4.0,"332,000.00","374,000.00",97.5,"[""5.206606, 103.100043""]",,https://teduh.kpkt.gov.my/project-swasta/13340-3,"(422, '13340-3')",
51,51,1 3 3 8 3 - 1 - J U R U B E N A   P A K A T A N   S E T I A   S D N .   B H D .,JURUBENA PAKATAN SETIA SDN. BHD.,13383,13383/08-2027/1061(A),05 Aug 2020,04 Aug 2027,096175550,jpakatansetia@gmail.com,-,"13383-1,",SAKIT,13383-1/05-2018/01507(P),01 Jun 2017,31 May 2018,"RM 180,000.00",76.50mps,RUMAH TERES,1.0,0,0,77,11.0,0.0,"180,000.00","236,494.00",97.5,"[""5.133300, 103.093087""]",,https://teduh.kpkt.gov.my/project-swasta/13383-1,"(470, '13383-1')",
52,52,1 3 3 9 6 - 1 - P Y .   J R   D E V E L O P M E N T   S D N .   B H D .,PY. JR DEVELOPMENT SDN. BHD.,13396,13396/03-2026/0645(R),16 Mar 2023,15 Mar 2026,096173222,pyjr.dev@gmail.com,-,"13396-1,",SAKIT,13396-1/03-2023/01493(P),16 Mar 2022,15 Mar 2023,"RM 363,000.00",163.52mps,RUMAH TERES,2.0,0,0,164,18.0,7.0,"363,000.00","510,000.00",87.5,"[""5.341378, 103.092172""]",,https://teduh.kpkt.gov.my/project-swasta/13396-1,"(390, '13396-1')",
53,53,1 3 4 8 2 - 2 - T A M A N   A N Z I   P E R M A T A,ANZI DEVELOPMENT SDN. BHD.,13482,13482/08-2025/0461(R),15 Aug 2020,14 Aug 2025,01110594813,anzidevelopment@gmail.com,-,"13482-2,",SAKIT,13482-2/08-2020/02628(P),15 Aug 2019,14 Aug 2020,"RM 209,000.00",0.00mps - 101.00mps,RUMAH SESEBUAH,1.0,0,0,0,1.0,1.0,"440,000.00","440,000.00",0.0,"[""5.443200, 103.053375""]",,https://teduh.kpkt.gov.my/project-swasta/13482-2,"(410, '13482-2')",
54,54,1 3 4 8 2 - 2 - T A M A N   A N Z I   P E R M A T A,ANZI DEVELOPMENT SDN. BHD.,13482,13482/08-2025/0461(R),15 Aug 2020,14 Aug 2025,01110594813,anzidevelopment@gmail.com,-,"13482-2,",SAKIT,13482-2/08-2020/02628(P),15 Aug 2019,14 Aug 2020,"RM 209,000.00",0.00mps - 101.00mps,RUMAH TERES,1.0,0,0,78,42.0,0.0,"209,000.00","246,440.00",87.5,"[""5.443200, 103.053375""]",,https://teduh.kpkt.gov.my/project-swasta/13482-2,"(410, '13482-2')",
55,55,1 3 4 8 2 - 2 - T A M A N   A N Z I   P E R M A T A,ANZI DEVELOPMENT SDN. BHD.,13482,13482/08-2025/0461(R),15 Aug 2020,14 Aug 2025,01110594813,anzidevelopment@gmail.com,-,"13482-2,",SAKIT,13482-2/08-2020/02628(P),15 Aug 2019,14 Aug 2020,"RM 209,000.00",0.00mps - 101.00mps,RUMAH BERKEMBAR,1.0,0,0,101,16.0,8.0,"295,000.00","411,970.00",69.69,"[""5.443200, 103.053375""]",,https://teduh.kpkt.gov.my/project-swasta/13482-2,"(410, '13482-2')",
56,56,1 3 5 3 3 - 2 - E D N A S   C O N S T R U C T I O N   S D N .   B H D .,EDNAS CONSTRUCTION SDN. BHD.,13533,13533/05-2026/1038(R),26 May 2019,25 May 2026,-,-,-,"13533-2,",SIAP DENGAN: CFO PENUH,13533-2/05-2019/0378(P),26 May 2017,25 May 2019,"RM 360,000.00","3,288.00mps",RUMAH TERES,2.0,0,0,"3,288",11.0,-6.0,"360,000.00","550,000.00",100.0,"[""5.734042, 102.473602""]",,https://teduh.kpkt.gov.my/project-swasta/13533-2,"(385, '13533-2')",
57,57,1 3 9 7 0 - 3 - T A M A N   P M I N T   T E B I N G   T E M B A H   2,ML SYNERGY SDN. BHD.,13970,13970/11-2028/1301(A),23 Nov 2023,22 Nov 2028,-,-,-,"13970-3,",BERJALAN LANCAR,13970-3/08-2025/0974(N)-(L),29 Aug 2023,28 Aug 2025,"RM 448,000.00",125.42mps,RUMAH BERKEMBAR,1.0,4,2,125,116.0,113.0,"448,000.00","493,000.00",33.71,"[""4.645780, 103.421295""]",,https://teduh.kpkt.gov.my/project-swasta/13970-3,"(457, '13970-3')",
58,58,1 4 0 0 8 - 2 - D E S A   T A K I R   I M P I A N,UNO DEVELOPMENT & CONSTRUCTION SDN. BHD.,14008,14008/10-2026/1306(R),13 Oct 2023,12 Oct 2026,-,reciprocal2801@yahoo.com,-,"14008-2,",BERJALAN LANCAR,14008-2/10-2023/0722(P),13 Oct 2021,12 Oct 2023,"RM 360,000.00",0.00mps,RUMAH TERES,2.0,0,0,0,13.0,13.0,"360,000.00","470,000.00",5.0,"[""5.348662, 103.122274""]",,https://teduh.kpkt.gov.my/project-swasta/14008-2,"(417, '14008-2')",
59,59,1 4 0 0 8 - 2 - D E S A   T A K I R   I M P I A N,UNO DEVELOPMENT & CONSTRUCTION SDN. BHD.,14008,14008/10-2026/1306(R),13 Oct 2023,12 Oct 2026,-,reciprocal2801@yahoo.com,-,"14008-2,",BERJALAN LANCAR,14008-2/10-2023/0722(P),13 Oct 2021,12 Oct 2023,"RM 360,000.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,4.0,4.0,"430,000.00","455,000.00",62.5,"[""5.348662, 103.122274""]",,https://teduh.kpkt.gov.my/project-swasta/14008-2,"(417, '14008-2')",
60,60,1 4 0 4 1 - 1 - M E R A G A   P U T E R A,OSJ DEVELOPMENT SDN. BHD.,14041,14041/02-2026/0650(R),28 Feb 2023,27 Feb 2026,-,-,-,"14041-1,",BERJALAN LANCAR,14041-1/06-2017/0557(P),20 Jun 2015,19 Jun 2017,"RM 280,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,22.0,22.0,"280,000.00","305,825.00",95.23,"[""4.223092, 103.271142""]",,https://teduh.kpkt.gov.my/project-swasta/14041-1,"(397, '14041-1')",
61,61,1 4 0 4 4 - 1 - T A M A N   F S   J A Y A,FOO SAANG PROPERTY DEVELOPMENT SDN. BHD.,14044,14044/04-2024/0410(R),26 Apr 2021,25 Apr 2024,-,-,-,"14044-1,",SIAP DENGAN: CCC PENUH,14044-1/06-2023/0741(R)-(L),20 Jun 2017,19 Jun 2023,"RM 290,000.00",114.00mps,RUMAH BERKEMBAR,1.0,0,0,114,7.0,1.0,"290,000.00","388,000.00",100.0,"[""4.144540, 103.245440""]",,https://teduh.kpkt.gov.my/project-swasta/14044-1,"(376, '14044-1')",
62,62,1 4 2 6 3 - 1 - P E R U M A H A N   P E N G K A L A N   N Y I R E H,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,14263,14263-1/02-2018/0140(L),27 Feb 2016,26 Feb 2018,6096228000,nursyazana@pmint.gov.my,WWW.PMINT.GOV.MY,"14263-1,",PERMIT TIDAK WUJUD,14263-1/02-2018/0140(P),27 Feb 2016,26 Feb 2018,"RM 317,100.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,32.0,32.0,"317,100.00","355,867.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/14263-1,"(442, '14263-1')",
63,63,1 4 2 6 4 - 1 - P E R U M A H A N   T E B I N G   T E M B A H,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,14264,14264-1/02-2018/0141(L),27 Feb 2016,26 Feb 2018,6096278000,nursyazana@pmint.gov.my,www.pmint.gov.my,"14264-1,",PERMIT TIDAK WUJUD,14264-1/02-2018/0141(P),27 Feb 2016,26 Feb 2018,"RM 295,050.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,48.0,48.0,"295,050.00","316,864.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/14264-1,"(443, '14264-1')",
64,64,1 4 2 6 5 - 1 - R U M A H   B E R K E M B A R   2   T I N G K A T,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,14265,14265-1/02-2018/0142(L),27 Feb 2016,26 Feb 2018,-,nursyazana@pmint.gov.my,-,"14265-1,",PERMIT TIDAK WUJUD,14265-1/02-2018/0142(P),27 Feb 2016,26 Feb 2018,"RM 495,435.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,10.0,10.0,"495,435.00","528,080.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/14265-1,"(444, '14265-1')",
65,65,1 4 4 0 0 - 1 - T A M A N   P E R U M A H A N   N A J I H A H,WNM PROPERTIES (M) SDN. BHD.,14400,14400-1/06-2018/0475(L),29 Jun 2016,28 Jun 2018,-,-,-,"14400-1,",SAKIT,14400-1/06-2018/0475(P),29 Jun 2016,28 Jun 2018,"RM 338,000.00",170.00mps,RUMAH SESEBUAH,1.0,0,0,170,15.0,12.0,"338,000.00","375,000.00",68.17,"[""5.763976, 102.569698""]",,https://teduh.kpkt.gov.my/project-swasta/14400-1,"(384, '14400-1')",
66,66,1 4 4 4 8 - 1 - J A S A     B A K T I   S D N   B H D,JASA BAKTI (SDN) BHD.,14448,14448/01-2026/0104(R),04 Jan 2023,03 Jan 2026,-,-,-,"14448-1,",BERJALAN LANCAR,14448-1/01-2025/1679(R)-(L),04 Jan 2024,03 Jan 2025,"RM 271,400.00",80.02mps - 354.87mps,RUMAH SESEBUAH,1.0,0,0,134,2.0,1.0,"399,350.00","420,000.00",70.0,"[""5.354000, 103.061000""]",,https://teduh.kpkt.gov.my/project-swasta/14448-1,"(467, '14448-1')",
67,67,1 4 4 4 8 - 1 - J A S A     B A K T I   S D N   B H D,JASA BAKTI (SDN) BHD.,14448,14448/01-2026/0104(R),04 Jan 2023,03 Jan 2026,-,-,-,"14448-1,",BERJALAN LANCAR,14448-1/01-2025/1679(R)-(L),04 Jan 2024,03 Jan 2025,"RM 271,400.00",80.02mps - 354.87mps,RUMAH BERKEMBAR,1.0,3,2,80 - 83,16.0,13.0,"271,400.00","350,000.00",80.0,"[""5.354000, 103.061000""]",,https://teduh.kpkt.gov.my/project-swasta/14448-1,"(467, '14448-1')",
68,68,1 4 4 4 8 - 1 - J A S A     B A K T I   S D N   B H D,JASA BAKTI (SDN) BHD.,14448,14448/01-2026/0104(R),04 Jan 2023,03 Jan 2026,-,-,-,"14448-1,",BERJALAN LANCAR,14448-1/01-2025/1679(R)-(L),04 Jan 2024,03 Jan 2025,"RM 271,400.00",80.02mps - 354.87mps,RUMAH KEDAI (G),2.0,0,0,214 - 355,6.0,3.0,"630,000.00","980,000.00",82.5,"[""5.354000, 103.061000""]",,https://teduh.kpkt.gov.my/project-swasta/14448-1,"(467, '14448-1')",
69,69,1 4 4 5 6 - 4 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-4,",SAKIT,14456-4/11-2023/0756(R)-(L),24 Nov 2022,23 Nov 2023,"RM 68,000.00",74.00mps - 158.00mps,RUMAH BERKEMBAR,2.0,0,0,158,26.0,26.0,"490,000.00","526,450.00",44.04,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-4,"(423, '14456-4')",
70,70,1 4 4 5 6 - 4 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-4,",SAKIT,14456-4/11-2023/0756(R)-(L),24 Nov 2022,23 Nov 2023,"RM 68,000.00",74.00mps - 158.00mps,RUMAH TERES,1.0,0,0,74,32.0,6.0,"68,000.00","136,663.00",45.16,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-4,"(423, '14456-4')",
71,71,1 4 4 5 6 - 4 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-4,",SAKIT,14456-4/11-2023/0756(R)-(L),24 Nov 2022,23 Nov 2023,"RM 68,000.00",74.00mps - 158.00mps,RUMAH TERES,2.0,0,0,139,30.0,30.0,"361,500.00","407,330.00",22.67,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-4,"(423, '14456-4')",
72,72,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH BERKEMBAR,2.0,0,0,158,50.0,50.0,"490,000.00","516,762.00",19.4,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",
73,73,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH TERES,2.0,0,0,139,30.0,29.0,"352,000.00","410,021.00",22.5,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",
74,74,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH TERES,1.0,0,0,74,38.0,6.0,"68,000.00","236,830.00",43.68,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",
75,75,1 4 4 5 6 - 5 - T A M A N   D E S A   I D A M A N,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-5,",SAKIT,14456-5/02-2024/0773(R)-(L),08 Feb 2023,07 Feb 2024,"RM 68,000.00",74.00mps - 260.00mps,RUMAH KEDAI (G),2.0,0,0,260,23.0,22.0,"625,082.00","707,878.00",10.22,"[""4.620907, 103.389009""]",,https://teduh.kpkt.gov.my/project-swasta/14456-5,"(424, '14456-5')",
76,76,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH TERES,1.0,0,0,93,140.0,139.0,"197,000.00","253,748.00",6.64,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",
77,77,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH TERES,1.0,0,0,84,48.0,43.0,"160,000.00","185,000.00",24.38,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",
78,78,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH TERES,1.0,0,0,74,28.0,24.0,"68,000.00","68,000.00",15.0,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",
79,79,1 4 4 5 6 - 7 - T I A D A,SPNB IDAMAN SDN. BHD.,14456,14456/02-2028/0140(A),08 Feb 2023,07 Feb 2028,0378492000,pr@spnb.com.my,www.spnb.com.my,"14456-7,",SAKIT,14456-7/09-2022/02845(P),15 Sep 2021,14 Sep 2022,"RM 68,000.00",74.00mps - 111.00mps,RUMAH BERKEMBAR,1.0,0,0,111,32.0,31.0,"347,000.00","460,064.00",7.81,"[""5.159748, 102.905242""]",,https://teduh.kpkt.gov.my/project-swasta/14456-7,"(425, '14456-7')",
80,80,"1 4 4 9 8 - 3 - P E R U M A H A N   L O T   8 6 8 ,   T A M A N   B I N J A I   T O K   K A P O R   1",TAN BON TIONG CONSTRUCTION SDN. BHD.,14498,14498/01-2027/1484(R),20 Jan 2024,19 Jan 2027,-,-,-,"14498-3,",BERJALAN LANCAR,14498-3/01-2025/0008(R)-(L),20 Jan 2024,19 Jan 2025,"RM 256,256.00",86.00mps - 94.00mps,RUMAH TERES,1.0,3,2,86 - 94,25.0,25.0,"256,256.00","314,474.00",85.0,"[""4.234577, 103.358344""]",,https://teduh.kpkt.gov.my/project-swasta/14498-3,"(464, '14498-3')",
81,81,1 4 6 1 3 - 1 - G E L I G A   R E S I D E N C E,SYAWAL PROPERTIES (KEMAMAN) SDN. BHD.,14613,14613/12-2025/0686(A),06 Dec 2022,05 Dec 2025,-,syawalconsortium@gmail.com,-,"14613-1,",SIAP DENGAN: CCC PENUH,14613-1/12-2022/03481(P),06 Dec 2021,05 Dec 2022,"RM 430,000.00",185.83mps,RUMAH TERES,2.0,0,0,186,13.0,4.0,"430,000.00","550,000.00",100.0,"[""4.189920, 103.433400""]",,https://teduh.kpkt.gov.my/project-swasta/14613-1,"(459, '14613-1')",
82,82,1 4 7 1 8 - 3 - T A M A N   H U Z A I F A H   A L   Y A M A N,TELE TOWERS SDN. BHD.,14718,14718/11-2025/1424(A),12 Nov 2022,11 Nov 2025,-,-,-,"14718-3,",SIAP DENGAN: CCC PENUH,14718-3/09-2022/02861(P),17 Sep 2021,16 Sep 2022,"RM 160,000.00",0.00mps - 85.00mps,RUMAH TERES,2.0,0,0,0,4.0,4.0,"220,000.00","400,000.00",100.0,"[""5.736557, 102.472792""]",,https://teduh.kpkt.gov.my/project-swasta/14718-3,"(445, '14718-3')",
83,83,1 4 7 1 8 - 3 - T A M A N   H U Z A I F A H   A L   Y A M A N,TELE TOWERS SDN. BHD.,14718,14718/11-2025/1424(A),12 Nov 2022,11 Nov 2025,-,-,-,"14718-3,",SIAP DENGAN: CCC PENUH,14718-3/09-2022/02861(P),17 Sep 2021,16 Sep 2022,"RM 160,000.00",0.00mps - 85.00mps,RUMAH TERES,1.0,0,0,85,25.0,7.0,"160,000.00","250,000.00",100.0,"[""5.736557, 102.472792""]",,https://teduh.kpkt.gov.my/project-swasta/14718-3,"(445, '14718-3')",
84,84,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,69,43.0,0.0,"145,000.00","188,800.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",
85,85,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,87,64.0,1.0,"160,000.00","187,600.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",
86,86,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH SESEBUAH,1.0,0,0,112,37.0,2.0,"289,700.00","423,400.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",
87,87,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,74,47.0,1.0,"186,000.00","253,000.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",
88,88,1 8 4 1 - 2 0 - D E S A   B A R O H   T A N J O N G   D A M A I,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-20,",SIAP DENGAN: CCC PENUH,1841-20/02-2024/0991(R)-(L),17 Feb 2023,16 Feb 2024,"RM 68,000.00",69.00mps - 111.57mps,RUMAH TERES,1.0,0,0,74,40.0,40.0,"68,000.00","94,800.00",100.0,"[""5.370757, 103.076686""]",,https://teduh.kpkt.gov.my/project-swasta/1841-20,"(382, '1841-20')",
89,89,1 8 4 1 - 2 2 - D E S A   P A D A N G   I N D A H,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-22,",BERJALAN LANCAR,1841-22/05-2024/0234(P),20 May 2022,19 May 2024,"RM 550,000.00",194.13mps - 241.94mps,RUMAH SESEBUAH,2.0,0,0,242,3.0,3.0,"780,000.00","795,000.00",60.0,"[""5.300515, 103.160318""]",,https://teduh.kpkt.gov.my/project-swasta/1841-22,"(398, '1841-22')",
90,90,1 8 4 1 - 2 2 - D E S A   P A D A N G   I N D A H,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-22,",BERJALAN LANCAR,1841-22/05-2024/0234(P),20 May 2022,19 May 2024,"RM 550,000.00",194.13mps - 241.94mps,RUMAH SESEBUAH,2.0,0,0,230,2.0,2.0,"730,000.00","735,000.00",45.0,"[""5.300515, 103.160318""]",,https://teduh.kpkt.gov.my/project-swasta/1841-22,"(398, '1841-22')",
91,91,1 8 4 1 - 2 2 - D E S A   P A D A N G   I N D A H,TANJONG DEVELOPER SDN. BHD.,1841,1841/05-2024/0234(A),20 May 2022,19 May 2024,096230940,tdsbkt@yahoo.com,-,"1841-22,",BERJALAN LANCAR,1841-22/05-2024/0234(P),20 May 2022,19 May 2024,"RM 550,000.00",194.13mps - 241.94mps,RUMAH BERKEMBAR,2.0,4,3,194,14.0,8.0,"550,000.00","564,000.00",67.86,"[""5.300515, 103.160318""]",,https://teduh.kpkt.gov.my/project-swasta/1841-22,"(398, '1841-22')",
