,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,0,Location,Address,Link,Website Location,Page
265,5 9 7 - 1 0 - T A M A N   M E L A W A T I   ( P L O T   B   &   C ),SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-10,",SIAP DENGAN: CCC PENUH,597-10/04-2017/01709(P),21-Apr-16,20-Apr-17,"RM580,888.00","43,367mps",,,,,,,,,,,,"[""3.212614, 101.746562""]",,https://teduh.kpkt.gov.my/project-swasta/597-10,15,15
266,5 9 7 - 1 1 - Q U A R Z A,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-11,",SIAP DENGAN: CCC PENUH,597-11/03-2020/01638(P),18-Mar-19,17-Mar-20,"RM620,888.00",0mps - 60mps,,,,,,,,,,,,"[""3.226941, 101.728420""]",,https://teduh.kpkt.gov.my/project-swasta/597-11,15,16
267,5 9 7 - 1 2 - R E S I D E N S I   L A M A N   T I M U R,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-12,",BERJALAN LANCAR,597-12/05-2024/0026(N)-(L),20-May-22,19-May-24,"RM2,248,666.00",263mps - 354mps,,,,,,,,,,,,"[""3.222243, 101.735933""]",,https://teduh.kpkt.gov.my/project-swasta/597-12,15,17
268,5 9 7 - 1 3 - R E S I D E N S I   L A M A N   S A T U   M E L A W A T I,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-13,",BERJALAN LANCAR,597-13/10-2025/0226(A)-(S),7-Oct-22,6-Oct-25,"RM914,400.00",0mps,,,,,,,,,,,,"[""3.212060, 101.748280""]",,https://teduh.kpkt.gov.my/project-swasta/597-13,15,18
269,5 9 7 - 2 - B A N D A R   B A R U   B A N G I,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-2,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/597-2,16,2
270,5 9 7 - 3 - W A N G S A   M E L A W A T I,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-3,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/597-3,16,3
271,5 9 7 - 4 - D E S A   M E L A W A T I,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-4,",-,597/1006/1997(09),4-Sep-96,3-Sep-97,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/597-4,16,4
272,5 9 7 - 5 - T A M A N   M E L A W A T I,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-5,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/597-5,16,5
273,5 9 7 - 6 - D E S A   M E L A W A T I,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-6,",SIAP DENGAN: CFO PENUH,597-6/05-2023/0909(R)-(S),14-May-11,13-May-23,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/597-6,16,6
274,5 9 7 - 7 - P A N G S A P U R I   G A Y A,SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-7,",SIAP DENGAN: CFO PENUH,597-7/1628/2012(05),11-Aug-11,11-May-12,"RM222,600.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/597-7,16,7
275,5 9 7 - 8 - D E S A   M E L A W A T I   ( D M 6 D 2 ),SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-8,",SIAP DENGAN: CFO PENUH,597-8/2398/2011(12),9-Dec-10,8-Dec-11,"RM1,674,400.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/597-8,16,8
276,5 9 7 - 9 - T H E   V E O   ( D M B C 4 ),SIME DARBY PROPERTY (KL EAST) SDN. BHD.,597,597/10-2026/0108(A),14-Oct-21,13-Oct-26,378495299,nur.nasihan.razak@simedarbyproperty.com,-,"597-9,",SIAP DENGAN: CCC PENUH,597-9/12-2017/02990(P),28-Dec-16,27-Dec-17,"RM624,888.00",70mps,,,,,,,,,,,,"[""3.226081, 101.731144""]",,https://teduh.kpkt.gov.my/project-swasta/597-9,16,9
277,6 6 1 - 1 0 - R I A   G E M I L A N G   I I,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-10,",SIAP DENGAN: CCC PENUH,661-10/05-2014/0203(P),20-May-13,19-May-14,"RM198,800.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/661-10,16,10
278,6 6 1 - 1 1 - T A M A N   R O M P I N   B A H A G I A,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-11,",SIAP DENGAN: CCC PENUH,661-11/08-2015/02060(P),2-Aug-14,1-Aug-15,"RM168,000.00",85mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/661-11,16,11
279,6 6 1 - 1 2 - S U R I A   A M A N,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-12,",SIAP DENGAN: CCC PENUH,661-12/01-2017/01123(P),16-Jan-16,15-Jan-17,"RM298,000.00",104mps - 109mps,,,,,,,,,,,,"[""3.735725, 103.299857""]",,https://teduh.kpkt.gov.my/project-swasta/661-12,16,12
280,6 6 1 - 1 3 - T A M A N   T A S   S E T I A   I I,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-13,",SIAP DENGAN: CCC PENUH,661-13/12-2017/01060(P),11-Dec-15,10-Dec-17,"RM288,000.00",0mps - 106mps,,,,,,,,,,,,"[""3.771724, 103.238348""]",,https://teduh.kpkt.gov.my/project-swasta/661-13,16,13
281,6 6 1 - 4 - L O T   8 8 9 5 / 2 - 8 8 9 5 / 1 0   ( P 4 ),PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-4,",-,661/415/1986(05),1-Jun-85,31-May-86,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/661-4,16,14
282,6 6 1 - 5 - T A M A N   S R I   B A Y U,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-5,",SIAP DENGAN: CFO PENUH,661-5/246/2010(02),4-Feb-09,3-Feb-10,"RM178,800.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/661-5,16,15
283,6 6 1 - 6 - M U T I A R A   P E R D A N A   V,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-6,",SIAP DENGAN: CCC PENUH,661-6/871/2011(03),12-May-10,17-Mar-11,"RM218,800.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/661-6,16,16
284,6 6 1 - 7 - T A M A N   K E T A P A N G   A N G G E R I K,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-7,",PERMIT TELAH DIBATALKAN,661-7/05-2016/01897(P),31-May-15,30-May-16,"RM228,800.00",0mps,,,,,,,,,,,,"[""3.480568, 103.416326""]",,https://teduh.kpkt.gov.my/project-swasta/661-7,16,17
285,6 6 1 - 8 - S A U J A N A   P E R M A I   I I,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-8,",SIAP DENGAN: CCC PENUH,661-8/1843/2012(09),15-Sep-11,14-Sep-12,"RM299,800.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/661-8,16,18
286,6 6 1 - 9 - M U T I A R A   P E R D A N A   V I,PAHANG REALTY SDN. BHD.,661,661-13/12-2020/03247(L),11-Dec-19,10-Dec-20,-,-,-,"661-9,",SIAP DENGAN: CCC PENUH,661-9/719/2012(04),11-Apr-11,10-Apr-12,"RM236,800.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/661-9,17,2
287,6 6 3 - 1 - L O T   6 9,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-1,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-1,17,3
288,6 6 3 - 1 0 - T A M A N   S R I   S E T O N G K O L,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-10,",-,663-10/1443/2004(07),10-Jul-03,9-Jul-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-10,17,4
289,6 6 3 - 1 1 - P E R K A M P U N G A N   P E L I N D U N G   M A J U,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-11,",SIAP DENGAN: CFO PENUH,663-11/2163/2007(11),16-Nov-06,15-Nov-07,"RM120,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-11,17,5
290,6 6 3 - 1 2 - T A M A N   S R I   S E T O N G K O L   2,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-12,",SIAP DENGAN: CFO PENUH,663-12/672/2012(04),4-Apr-11,3-Apr-12,"RM35,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-12,17,6
291,6 6 3 - 1 3 - T A M A N   K O T A   R I A   2,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-13,",SIAP DENGAN: CCC PENUH,663-13/1314/2010(06),29-Jun-09,28-Jun-10,"RM160,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-13,17,7
292,6 6 3 - 1 4 - T A M A N   K O T A   R I A   3,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-14,",SIAP DENGAN: CCC PENUH,663-14/2519/2012(11),25-Nov-11,24-Nov-12,"RM199,000.00",92mps,,,,,,,,,,,,"[""3.314460, 103.832830""]",,https://teduh.kpkt.gov.my/project-swasta/663-14,17,8
293,6 6 3 - 1 5 - T A M A N   P R I N C E T O N,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-15,",SIAP DENGAN: CCC PENUH,663-15/02-2021/01620(P),10-Feb-20,9-Feb-21,"RM1,400,000.00",208mps - 231mps,,,,,,,,,,,,"[""3.813400, 103.362745""]",,https://teduh.kpkt.gov.my/project-swasta/663-15,17,9
294,6 6 3 - 1 6 - T A M A N   P E L I N D U N G   M A J U   2,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-16,",SIAP DENGAN: CCC PENUH,663-16/06-2016/01983(P),2-Jun-15,1-Jun-16,"RM250,000.00",92mps - 111mps,,,,,,,,,,,,"[""3.851560, 103.367470""]",,https://teduh.kpkt.gov.my/project-swasta/663-16,17,10
295,6 6 3 - 1 7 - T A M A N   K O T A   R I A   4,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-17,",SIAP DENGAN: CCC PENUH,663-17/08-2017/02265(P),23-Aug-16,22-Aug-17,"RM248,000.00",104mps,,,,,,,,,,,,"[""3.314460, 103.832830""]",,https://teduh.kpkt.gov.my/project-swasta/663-17,17,11
296,6 6 3 - 1 8 - T A M A N   P R I N C E T O N,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-18,",SIAP DENGAN: CCC PENUH,663-18/01-2019/01321(P),26-Jan-18,25-Jan-19,"RM1,600,000.00",208mps - 231mps,,,,,,,,,,,,"[""3.813902, 103.362675""]",,https://teduh.kpkt.gov.my/project-swasta/663-18,17,12
297,6 6 3 - 1 9 - T A M A N   J A Y A   I N D A H,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-19,",BERJALAN LANCAR,663-19/12-2020/03431(P),18-Dec-19,17-Dec-20,"RM268,000.00",0mps,,,,,,,,,,,,"[""3.763524, 103.218680""]",,https://teduh.kpkt.gov.my/project-swasta/663-19,17,13
298,6 6 3 - 2 - T A M A N   J A Y A,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-2,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-2,17,14
299,6 6 3 - 2 0 - T A M A N   K O T A   R I A   5,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-20,",BERJALAN LANCAR,663-20/07-2025/0808(N)-(L),13-Jul-23,12-Jul-25,"RM350,000.00",102mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-20,17,15
300,6 6 3 - 3 - T A M A N   M U H I B B A H,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-3,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-3,17,16
301,6 6 3 - 4 - T A M A N   S R I   J A Y A,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-4,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-4,17,17
302,6 6 3 - 5 - T A M A N   S E L A M A T,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-5,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-5,17,18
303,6 6 3 - 6 - B U K I T   S E K I L A U   P E R D A N A,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-6,",-,663/726/1985(10),30-Oct-84,29-Oct-85,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-6,18,2
304,6 6 3 - 7 - T A M A N   D E S A   R I A,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-7,",-,663/620/1990(08),17-Aug-89,16-Aug-90,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-7,18,3
305,6 6 3 - 8 - T A M A N   S E R I   P E K A N,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-8,",-,663-8/720/2004(04),22-Apr-03,21-Apr-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-8,18,4
306,6 6 3 - 9 - T A M A N   T A S   J A Y A,SYARIKAT KUANTAN DEVELOPMENT SDN.BHD.,663,663/02-2027/1565(R),10-Feb-24,9-Feb-27,-,ktndev@yahoo.com,-,"663-9,",-,663-9/2230/2003(10),3-Oct-02,2-Oct-03,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/663-9,18,5
307,6 7 3 - 1 - T A M A N   P E L A N G I,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-1,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-1,18,6
308,6 7 3 - 1 0 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-10,",SIAP DENGAN: CCC PENUH,673-10/09-2014/0944(P),17-Sep-13,16-Sep-14,"RM438,868.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-10,18,7
309,6 7 3 - 1 1 - D ' S E R A M B I,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-11,",SIAP DENGAN: CCC PENUH,673-11/12-2015/0975(P),5-Dec-13,4-Dec-15,"RM763,868.00",253mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-11,18,8
310,6 7 3 - 2 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-2,",-,673-2/292/2003(02),22-Feb-03,21-Feb-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-2,18,9
311,6 7 3 - 3 - T A M A N   P E L A N G I   F A S A   4,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-3,",-,673/969/1994(09),9-Sep-93,8-Sep-94,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-3,18,10
312,6 7 3 - 4 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-4,",-,673/733/1993(08),24-Aug-92,23-Aug-93,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-4,18,11
313,6 7 3 - 5 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-5,",-,673-5/48/2004(01),21-Jan-03,20-Jan-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-5,18,12
314,6 7 3 - 6 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-6,",BERJALAN LANCAR,673-6/2162/2004(10),2-Oct-03,1-Oct-04,"RM50,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-6,18,13
315,6 7 3 - 7 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-7,",-,673-7/301/2005(03),17-Mar-04,16-Mar-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-7,18,14
316,6 7 3 - 8 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-8,",SIAP DENGAN: CFO PENUH,673-8/2314/2006(11),6-Nov-05,5-Nov-06,"RM298,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-8,18,15
317,6 7 3 - 9 - T A M A N   P E R L I N G,PELANGI SDN. BHD.,673,673/06-2028/1427(R),16-Jun-17,15-Jun-28,72412255,pelangi-sales@spsetia.com,-,"673-9,",SIAP DENGAN: CFO PENUH,673-9/2027/2009(10),28-Oct-08,27-Oct-09,"RM288,000.00",0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/673-9,18,16
318,6 9 6 - 1 - T A M A N   S E R I   G A J A H,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-1,",-,696/832/1990(10),17-Oct-89,16-Oct-90,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/696-1,18,17
319,6 9 6 - 1 0 - D E S A   P E L A N C U N G A N   ( P 1 0 ),TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-10,",-,696/55/1989(01),25-Jan-88,24-Jan-89,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/696-10,18,18
320,6 9 6 - 1 1 - T A M A N   J U T A R I A,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-11,",-,-,-,-,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/696-11,19,2
321,6 9 6 - 1 2 - D E S A   P E N G K A L A N   B A N D A R A Y A,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-12,",BERJALAN LANCAR,696-12/08-2019/02612(P),16-Aug-18,15-Aug-19,"RM35,000.00",0mps - 75mps,,,,,,,,,,,,"[""4.520703, 101.067197""]",,https://teduh.kpkt.gov.my/project-swasta/696-12,19,3
322,6 9 6 - 1 3 - T A M A N   D E S A   P E L A N C U N G A N   F A S A   3,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-13,",-,696-13/405/2005(03),3-Mar-04,2-Mar-05,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/696-13,19,4
323,6 9 6 - 1 4 - D E S A   P E L A N C U N G A N   2,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-14,",SIAP DENGAN: CCC PENUH,696-14/01-2022/01101(P),30-Jan-21,29-Jan-22,"RM35,000.00",0mps - 96mps,,,,,,,,,,,,"[""4.528490, 101.072928""]",,https://teduh.kpkt.gov.my/project-swasta/696-14,19,5
324,6 9 6 - 1 5 - T A M A N   D E S A   P E N G K A L A N   T I M A H,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-15,",SIAP DENGAN: CCC PENUH,696-15/04-2020/0360(P),11-Apr-18,10-Apr-20,"RM288,000.00",0mps,,,,,,,,,,,,"[""4.541835, 101.073284""]",,https://teduh.kpkt.gov.my/project-swasta/696-15,19,6
325,6 9 6 - 1 6 - D E S A   P E L A N C U N G A N   I I,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-16,",SAKIT,696-16/01-2024/0458(R)-(L),20-Jan-23,19-Jan-24,"RM218,000.00",75mps - 800mps,,,,,,,,,,,,"[""4.528490, 101.072928""]",,https://teduh.kpkt.gov.my/project-swasta/696-16,19,7
326,6 9 6 - 4 - T A M A N   J U T A R I A   F A S A   1 .,TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-4,",-,696/1317/2000(09),17-Sep-99,16-Sep-00,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/696-4,19,8
327,6 9 6 - 8 - T A M A N   R I A ( P 8 ),TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-8,",-,696/25/1985(01),13-Jan-84,12-Jan-85,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/696-8,19,9
328,6 9 6 - 9 - D E S A   K E B U D A Y A A N   ( P 9 ),TEH TENG SENG REALTY SDN. BHD.,696,696/01-2028/0026(R),20-Jan-23,19-Jan-28,-,-,-,"696-9,",-,696/140/1989(03),9-Mar-88,8-Mar-89,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/696-9,19,10
329,7 0 9 - 1 - T A M A N   P E R T A M A,ENG ANN REALTY CO. (KLANG) SDN. BHD.,709,709/03-2022/0236(R),26-Mar-17,25-Mar-22,-,-,-,"709-1,",-,709/999/1994(09),15-Sep-93,14-Sep-94,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/709-1,19,11
330,"7 0 9 - 2 - P A N G S A P U R I   P E L A N G I   H E I G H T S ,   K L A N G",ENG ANN REALTY CO. (KLANG) SDN. BHD.,709,709/03-2022/0236(R),26-Mar-17,25-Mar-22,-,-,-,"709-2,",-,709-2/1511/2004(07),17-Jul-03,16-Jul-04,RM0.00,0mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/709-2,19,12
331,7 0 9 - 3 - P A N G S A P U R I   P E L A N G I   H E I G H T S,ENG ANN REALTY CO. (KLANG) SDN. BHD.,709,709/03-2022/0236(R),26-Mar-17,25-Mar-22,-,-,-,"709-3,",SIAP DENGAN: CCC PENUH,709-3/04-2015/01447(P),15-Apr-14,14-Apr-15,"RM233,000.00",99mps,,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/709-3,19,13
